State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
WV,129,407,no,yes,36,201.77,153,34.3,211.36,151,17.97,90.48,42,4.07,18.74,8,5.06,2,yes
WV,121,305,yes,yes,21,266.66,157,45.33,257.24,6,21.87,99.64,49,4.48,2.16,13,0.58,1,yes
WY,27,646,no,no,4,273.53,109,46.5,38.67,12,3.29,335.98,5,15.12,1.99,8,0.54,5,yes
TX,190,713,yes,no,1,96.52,114,16.41,301.74,125,25.65,132.68,160,5.97,17.06,3,4.61,2,no
MO,121,718,no,yes,26,71.49,158,12.15,293.72,111,24.97,3.35,61,0.15,10.13,19,2.74,4,yes
VA,116,305,no,no,20,5.86,41,1.0,228.55,68,19.43,99.35,54,4.47,15.33,14,4.14,4,yes
LA,205,212,yes,yes,37,237.72,67,40.41,175.8,99,14.94,41.75,166,1.88,4.31,3,1.16,9,no
RI,233,408,yes,yes,14,26.8,188,4.56,252.52,89,21.46,35.98,139,1.62,16.58,2,4.48,2,no
TX,3,404,no,no,20,147.27,188,25.04,2.07,41,0.18,27.12,115,1.22,18.48,13,4.99,2,no
IN,103,206,no,yes,9,210.59,69,35.8,207.35,108,17.62,207.64,30,9.34,12.71,8,3.43,0,no
OK,198,305,no,no,22,327.99,77,55.76,296.59,158,25.21,66.27,73,2.98,2.12,18,0.57,5,yes
TX,200,407,yes,no,38,109.13,195,18.55,124.91,109,10.62,126.43,180,5.69,17.91,5,4.84,2,no
WY,155,510,yes,yes,4,87.42,89,14.86,37.9,25,3.22,301.71,33,13.58,15.85,2,4.28,0,no
MA,137,305,yes,no,0,228.96,110,38.92,147.31,75,12.52,148.52,168,6.68,15.02,17,4.06,9,no
NJ,62,512,yes,no,12,216.73,111,36.84,254.49,31,21.63,320.49,9,14.42,0.73,15,0.2,8,no
WY,165,510,yes,no,20,116.24,102,19.76,37.56,90,3.19,174.28,51,7.84,15.98,2,4.31,0,yes
OH,225,702,yes,yes,25,324.84,144,55.22,72.12,124,6.13,139.59,184,6.28,2.76,1,0.75,4,yes
OK,51,503,yes,yes,49,295.7,18,50.27,51.64,125,4.39,262.64,77,11.82,4.45,1,1.2,4,yes
IN,234,407,no,yes,44,78.39,178,13.33,278.93,51,23.71,25.61,2,1.15,11.54,9,3.12,1,no
LA,172,713,no,yes,20,83.7,69,14.23,22.01,147,1.87,31.32,184,1.41,5.3,14,1.43,0,no
VA,152,415,no,yes,17,179.31,62,30.48,240.31,102,20.43,228.19,160,10.27,13.23,2,3.57,5,no
FL,207,702,no,yes,36,270.75,74,46.03,128.26,104,10.9,170.43,134,7.67,12.16,7,3.28,6,yes
FL,59,512,yes,yes,44,15.41,157,2.62,264.53,167,22.49,276.65,3,12.45,2.16,17,0.58,8,yes
WV,118,646,yes,no,31,242.67,152,41.25,337.53,186,28.69,320.69,166,14.43,13.12,10,3.54,7,yes
ID,160,713,no,yes,35,226.88,103,38.57,40.09,13,3.41,135.93,47,6.12,18.48,6,4.99,9,no
NJ,96,646,no,yes,16,81.02,74,13.77,110.03,171,9.35,208.74,73,9.39,3.22,18,0.87,2,yes
LA,216,305,no,yes,34,238.47,127,40.54,283.54,103,24.1,175.24,78,7.89,11.94,6,3.22,8,yes
ID,233,212,no,no,48,329.06,198,55.94,93.16,116,7.92,343.56,143,15.46,6.84,1,1.85,0,no
OH,180,512,no,no,10,16.38,153,2.78,75.29,47,6.4,290.88,165,13.09,9.19,5,2.48,5,no
ID,113,212,yes,yes,20,111.88,55,19.02,288.88,92,24.55,319.11,3,14.36,5.74,4,1.55,9,no
RI,62,202,yes,no,25,153.36,21,26.07,345.48,170,29.37,89.02,3,4.01,7.08,13,1.91,1,no
TX,241,407,no,yes,3,314.74,88,53.51,194.91,143,16.57,270.38,119,12.17,0.58,17,0.16,9,yes
IA,186,408,yes,no,33,336.79,18,57.25,97.32,109,8.27,92.92,118,4.18,19.63,3,5.3,8,no
VA,52,415,no,no,47,155.44,158,26.42,139.5,162,11.86,73.06,154,3.29,12.5,3,3.38,8,yes
WY,12,408,yes,no,17,262.51,25,44.63,59.55,52,5.06,330.49,16,14.87,10.01,12,2.7,7,no
FL,39,202,no,yes,39,186.08,169,31.63,266.66,161,22.67,6.76,95,0.3,7.67,0,2.07,6,no
MO,130,415,yes,no,34,188.22,168,32.0,270.72,2,23.01,337.89,69,15.21,10.79,19,2.91,5,no
WV,131,702,yes,no,40,97.33,22,16.55,306.29,67,26.03,52.24,181,2.35,7.6,4,2.05,1,no
IA,113,713,no,yes,28,75.93,46,12.91,9.31,132,0.79,286.8,96,12.91,7.2,2,1.94,3,yes
WV,101,619,yes,no,28,100.8,12,17.14,196.69,137,16.72,96.57,7,4.35,9.28,18,2.51,9,no
NJ,113,718,no,no,37,194.71,65,33.1,74.99,51,6.37,122.75,113,5.52,5.52,12,1.49,6,yes
HI,184,646,yes,yes,41,10.2,193,1.73,119.31,156,10.14,75.87,180,3.41,3.6,6,0.97,5,no
WY,81,415,yes,yes,20,317.54,143,53.98,274.73,95,23.35,204.93,4,9.22,11.13,9,3.01,8,no
NJ,187,214,no,yes,41,54.7,72,9.3,67.21,30,5.71,121.83,196,5.48,16.86,2,4.55,4,yes
MT,113,206,no,no,12,77.03,155,13.1,223.42,65,18.99,230.09,46,10.35,3.06,1,0.83,5,yes
NJ,2,202,no,yes,48,181.4,76,30.84,229.1,90,19.47,5.48,39,0.25,0.65,6,0.18,9,no
NJ,130,404,no,no,40,248.54,162,42.25,333.93,68,28.38,22.53,121,1.01,4.94,8,1.33,5,yes
HI,220,202,no,yes,16,33.51,168,5.7,271.31,164,23.06,34.88,134,1.57,19.59,11,5.29,7,no
FL,54,206,no,no,8,111.19,30,18.9,281.27,154,23.91,146.65,139,6.6,16.58,9,4.48,7,yes
CO,87,404,no,yes,40,339.04,84,57.64,186.06,86,15.82,285.18,93,12.83,11.92,18,3.22,5,yes
CO,229,305,yes,no,0,91.82,159,15.61,65.37,32,5.56,310.86,152,13.99,18.58,12,5.02,7,yes
LA,224,510,yes,no,1,109.57,181,18.63,148.95,67,12.66,85.68,27,3.86,8.91,9,2.41,6,no
NJ,225,512,no,no,47,292.77,199,49.77,192.32,186,16.35,201.03,170,9.05,19.67,4,5.31,0,yes
CO,129,713,yes,yes,28,17.58,58,2.99,237.45,191,20.18,268.93,76,12.1,5.93,14,1.6,4,yes
OK,147,212,yes,yes,32,162.61,40,27.64,212.7,87,18.08,101.09,174,4.55,4.81,2,1.3,9,no
LA,126,407,no,yes,9,132.87,111,22.59,137.89,171,11.72,143.15,48,6.44,12.76,7,3.45,9,no
OK,130,415,no,no,49,110.81,193,18.84,92.86,94,7.89,183.39,85,8.25,7.56,5,2.04,9,no
NH,53,646,no,yes,39,99.99,95,17.0,58.88,107,5.0,47.21,53,2.12,12.53,18,3.38,4,yes
OK,172,202,yes,yes,20,31.98,181,5.44,242.85,176,20.64,9.09,17,0.41,6.1,16,1.65,9,yes
IN,218,407,no,no,27,110.19,167,18.73,225.89,52,19.2,53.48,26,2.41,12.36,9,3.34,8,yes
ID,160,415,yes,yes,10,15.07,121,2.56,240.58,73,20.45,219.4,71,9.87,5.51,0,1.49,6,no
MA,198,619,yes,no,33,273.34,155,46.47,130.38,48,11.08,25.77,133,1.16,1.02,12,0.28,6,yes
HI,160,510,yes,yes,7,139.38,164,23.69,91.84,112,7.81,66.39,121,2.99,18.24,9,4.92,9,no
IN,247,503,yes,no,21,155.37,104,26.41,265.9,113,22.6,118.25,104,5.32,17.66,11,4.77,1,yes
HI,68,312,yes,no,7,312.76,192,53.17,270.78,193,23.02,27.25,68,1.23,19.42,1,5.24,7,no
NH,183,312,yes,no,48,230.32,73,39.15,159.47,94,13.55,67.09,70,3.02,14.33,9,3.87,2,yes
NJ,203,404,no,yes,14,2.82,182,0.48,214.17,190,18.2,318.94,149,14.35,13.65,0,3.69,8,no
NH,184,510,no,yes,16,330.11,131,56.12,130.73,24,11.11,6.75,186,0.3,11.18,0,3.02,5,yes
OK,123,214,yes,no,22,83.0,98,14.11,245.68,131,20.88,228.7,174,10.29,2.52,19,0.68,8,yes
VA,145,503,yes,yes,23,37.66,125,6.4,292.5,178,24.86,134.54,116,6.05,3.78,14,1.02,8,no
HI,38,408,yes,yes,44,268.84,137,45.7,240.88,138,20.47,235.43,195,10.59,5.79,0,1.56,6,yes
HI,24,713,no,no,18,175.17,174,29.78,179.4,144,15.25,206.04,31,9.27,17.8,8,4.81,9,yes
CO,69,917,no,yes,4,151.82,74,25.81,160.53,107,13.65,78.22,108,3.52,3.46,6,0.93,7,no
MT,116,312,no,no,31,87.33,13,14.85,224.81,193,19.11,296.52,96,13.34,18.46,15,4.98,1,yes
RI,98,512,yes,yes,43,191.62,37,32.58,237.93,197,20.22,172.18,0,7.75,10.46,15,2.82,4,yes
WV,198,312,no,yes,0,96.03,139,16.33,195.56,68,16.62,287.89,181,12.96,14.31,12,3.86,2,yes
MT,214,415,no,yes,22,315.55,44,53.64,218.73,83,18.59,142.1,173,6.39,2.2,9,0.59,0,no
IN,139,202,no,no,36,75.32,144,12.8,33.81,156,2.87,344.64,168,15.51,5.38,17,1.45,5,yes
RI,240,503,no,no,7,309.52,162,52.62,333.12,84,28.32,269.67,107,12.14,19.17,8,5.18,8,yes
ID,144,713,no,yes,12,195.79,193,33.28,276.77,118,23.53,338.08,113,15.21,5.32,11,1.44,1,no
MO,97,512,yes,no,7,289.97,74,49.29,130.87,71,11.12,180.01,40,8.1,5.93,12,1.6,8,no
IA,201,702,yes,no,22,249.5,168,42.42,196.98,19,16.74,165.79,7,7.46,3.95,10,1.07,7,yes
TX,124,917,no,no,42,243.84,194,41.45,16.56,26,1.41,264.41,159,11.9,2.58,14,0.7,8,yes
MT,187,214,yes,yes,0,113.52,28,19.3,14.43,7,1.23,308.1,29,13.86,4.67,9,1.26,4,yes
OK,70,202,no,yes,44,81.86,17,13.92,87.78,84,7.46,337.45,45,15.19,12.85,9,3.47,1,yes
OH,208,718,yes,yes,23,73.81,19,12.55,241.4,60,20.52,113.59,104,5.11,9.11,8,2.46,9,no
TX,93,408,no,no,34,300.02,13,51.0,298.25,155,25.35,279.55,179,12.58,11.08,2,2.99,9,yes
NH,3,206,no,no,23,287.15,161,48.82,195.72,197,16.64,73.73,95,3.32,2.45,15,0.66,5,yes
HI,148,408,no,yes,16,154.2,176,26.21,186.25,2,15.83,190.95,60,8.59,16.04,11,4.33,6,yes
MA,187,202,yes,no,4,46.34,53,7.88,140.81,196,11.97,62.95,140,2.83,15.68,16,4.23,2,yes
OK,164,214,yes,no,19,133.79,30,22.74,56.56,6,4.81,121.59,88,5.47,0.43,14,0.12,5,no
WY,147,713,no,no,20,216.77,57,36.85,41.42,187,3.52,325.98,167,14.67,7.67,2,2.07,5,no
WV,90,408,no,yes,39,159.04,103,27.04,266.24,3,22.63,51.13,125,2.3,1.38,4,0.37,7,yes
CO,195,404,yes,no,30,273.07,169,46.42,324.63,132,27.59,221.34,60,9.96,15.84,12,4.28,0,yes
RI,147,408,no,yes,45,349.17,185,59.36,160.4,138,13.63,207.53,119,9.34,14.75,5,3.98,3,no
MO,148,619,yes,yes,35,66.9,127,11.37,230.81,124,19.62,42.26,171,1.9,18.04,8,4.87,0,yes
NY,96,312,yes,yes,10,160.88,157,27.35,320.06,14,27.21,114.09,189,5.13,4.73,18,1.28,7,yes
OK,199,212,no,yes,14,150.84,24,25.64,31.54,191,2.68,197.04,120,8.87,9.13,6,2.47,1,no
IN,52,917,no,no,18,106.57,190,18.12,269.67,12,22.92,65.51,171,2.95,3.69,12,1.0,7,yes
NY,233,407,yes,no,6,69.33,18,11.79,215.89,117,18.35,280.22,47,12.61,7.42,4,2.0,2,no
IA,161,202,yes,yes,27,22.99,199,3.91,209.52,6,17.81,340.25,58,15.31,10.44,15,2.82,7,yes
LA,168,206,yes,no,42,310.49,135,52.78,102.39,103,8.7,75.17,184,3.38,1.07,3,0.29,5,no
TX,128,702,no,yes,4,146.95,2,24.98,239.36,5,20.35,65.42,10,2.94,14.3,4,3.86,0,yes
WY,39,415,yes,no,4,173.91,194,29.56,278.18,183,23.65,159.23,24,7.17,10.87,19,2.93,6,yes
IA,82,718,no,no,29,320.93,85,54.56,39.5,63,3.36,261.72,188,11.78,16.58,18,4.48,6,yes
NH,104,305,yes,yes,31,271.7,144,46.19,186.73,177,15.87,98.56,45,4.44,5.44,5,1.47,5,no
CO,129,510,no,no,7,45.68,141,7.77,35.44,29,3.01,6.96,53,0.31,18.07,3,4.88,0,no
OH,11,415,yes,no,9,197.9,8,33.64,305.4,21,25.96,189.43,33,8.52,19.97,0,5.39,4,yes
WY,220,202,no,no,37,154.79,189,26.31,177.67,152,15.1,334.81,83,15.07,18.39,16,4.97,0,no
IA,185,407,no,no,46,279.02,93,47.43,282.79,155,24.04,136.95,134,6.16,15.56,8,4.2,0,yes
MA,217,206,no,no,31,253.48,148,43.09,128.83,117,10.95,147.05,61,6.62,16.25,15,4.39,5,no
MO,178,713,no,no,47,241.64,164,41.08,43.78,83,3.72,339.12,56,15.26,11.47,1,3.1,7,yes
RI,151,503,no,yes,27,119.19,138,20.26,14.52,166,1.23,243.11,92,10.94,3.8,10,1.03,0,no
MA,159,510,no,no,16,281.74,19,47.9,98.53,194,8.38,251.71,115,11.33,13.54,4,3.66,1,yes
MA,222,512,no,yes,30,18.34,34,3.12,85.48,132,7.27,196.95,75,8.86,14.26,12,3.85,4,no
WY,42,212,no,no,7,55.87,52,9.5,196.12,192,16.67,341.11,132,15.35,19.71,19,5.32,7,no
MO,99,407,yes,no,39,117.47,174,19.97,7.61,142,0.65,241.1,75,10.85,10.83,16,2.92,3,no
RI,7,718,yes,no,24,26.88,109,4.57,182.2,89,15.49,313.26,162,14.1,5.43,14,1.47,4,no
IA,144,619,no,yes,8,82.25,179,13.98,137.12,194,11.66,244.78,36,11.02,13.67,11,3.69,9,yes
NH,90,510,no,yes,1,290.55,135,49.39,201.99,167,17.17,257.29,187,11.58,19.59,5,5.29,4,no
WV,112,512,yes,yes,14,331.89,3,56.42,245.85,120,20.9,101.64,192,4.57,3.54,19,0.96,2,no
MT,249,512,no,yes,49,106.61,154,18.12,221.93,105,18.86,106.22,143,4.78,6.52,12,1.76,5,no
WV,244,415,yes,yes,2,92.58,171,15.74,344.63,68,29.29,274.04,29,12.33,10.84,17,2.93,4,no
RI,60,206,yes,yes,48,97.96,167,16.65,48.39,94,4.11,103.85,41,4.67,3.4,14,0.92,1,no
CO,113,718,no,yes,35,97.2,101,16.52,150.41,76,12.78,196.97,60,8.86,0.44,14,0.12,9,yes
FL,2,202,yes,yes,3,12.58,46,2.14,148.69,170,12.64,87.27,47,3.93,6.74,7,1.82,3,no
RI,129,312,no,no,13,324.42,93,55.15,145.97,0,12.41,285.94,189,12.87,17.31,18,4.67,3,no
NJ,48,305,no,no,40,74.79,171,12.71,232.33,149,19.75,38.68,83,1.74,0.87,13,0.23,6,no
OK,140,404,yes,yes,40,147.0,47,24.99,171.44,61,14.57,290.31,92,13.06,8.58,6,2.32,6,no
VA,197,619,yes,no,24,3.39,90,0.58,181.1,153,15.39,210.96,191,9.49,15.24,13,4.11,8,yes
RI,37,404,yes,yes,49,300.28,179,51.05,151.32,17,12.86,65.42,184,2.94,19.06,4,5.15,9,yes
NJ,160,404,no,no,9,255.91,83,43.5,347.09,47,29.5,189.71,67,8.54,19.71,14,5.32,1,no
OH,247,503,no,no,20,331.36,67,56.33,324.65,136,27.6,98.87,45,4.45,8.44,14,2.28,5,yes
MT,9,305,yes,yes,35,273.57,138,46.51,107.7,0,9.15,113.21,112,5.09,19.01,3,5.13,1,no
MO,233,202,no,no,11,109.8,124,18.67,39.06,136,3.32,123.03,27,5.54,0.71,0,0.19,8,no
RI,99,510,no,yes,26,86.76,72,14.75,293.92,150,24.98,22.16,76,1.0,14.92,16,4.03,1,no
LA,147,917,no,yes,39,244.2,3,41.51,349.01,106,29.67,345.09,120,15.53,12.85,19,3.47,5,yes
TX,48,718,yes,yes,1,127.44,75,21.66,102.41,172,8.7,11.04,2,0.5,4.99,0,1.35,7,yes
WY,208,512,yes,no,12,198.18,72,33.69,125.22,129,10.64,231.87,36,10.43,10.15,15,2.74,5,yes
VA,131,212,yes,no,31,2.19,76,0.37,329.57,141,28.01,129.93,175,5.85,2.59,12,0.7,2,no
WY,148,718,yes,yes,30,21.66,47,3.68,248.9,37,21.16,226.1,146,10.17,17.43,17,4.71,4,no
OH,152,212,no,yes,15,187.38,153,31.85,103.47,39,8.79,124.69,91,5.61,7.16,9,1.93,3,yes
MA,54,646,no,no,31,198.13,101,33.68,203.37,190,17.29,235.81,82,10.61,12.52,17,3.38,0,no
OK,120,503,yes,yes,31,263.01,105,44.71,330.48,81,28.09,255.23,16,11.49,3.18,16,0.86,4,no
MO,161,503,no,yes,33,46.19,76,7.85,284.13,15,24.15,241.69,120,10.88,4.12,8,1.11,9,yes
WY,152,404,yes,yes,10,179.61,38,30.53,259.64,126,22.07,39.89,86,1.8,19.84,13,5.36,4,yes
NJ,116,206,no,yes,9,68.06,57,11.57,257.95,116,21.93,229.91,39,10.35,15.06,12,4.07,6,yes
NY,75,212,yes,no,14,32.62,18,5.55,62.31,92,5.3,98.0,177,4.41,19.24,19,5.19,6,yes
HI,113,214,yes,yes,16,143.67,87,24.42,288.64,133,24.53,10.08,72,0.45,5.92,19,1.6,1,yes
WY,200,713,no,no,39,57.17,112,9.72,96.64,2,8.21,145.19,28,6.53,3.29,13,0.89,3,no
MO,164,917,yes,yes,17,77.62,76,13.2,325.63,13,27.68,151.74,178,6.83,10.06,10,2.72,0,no
VA,166,503,yes,no,8,111.14,76,18.89,127.62,65,10.85,163.51,41,7.36,9.89,12,2.67,4,no
MO,104,312,yes,no,24,90.79,185,15.43,300.18,94,25.52,246.69,28,11.1,3.5,16,0.94,4,no
NJ,84,503,no,no,39,30.66,27,5.21,93.18,85,7.92,108.1,65,4.86,14.66,2,3.96,3,yes
IA,227,305,no,yes,13,31.47,65,5.35,180.08,194,15.31,110.35,123,4.97,7.24,0,1.95,9,no
NY,112,212,no,no,24,67.64,9,11.5,37.41,113,3.18,21.19,144,0.95,3.73,4,1.01,6,yes
NJ,217,510,yes,yes,49,17.7,125,3.01,231.04,158,19.64,240.39,119,10.82,6.64,12,1.79,5,yes
NY,99,646,no,no,21,219.26,57,37.27,292.63,160,24.87,198.74,108,8.94,11.27,4,3.04,9,no
WV,153,312,yes,yes,29,100.56,141,17.1,251.46,128,21.37,122.3,158,5.5,14.53,4,3.92,2,yes
IN,93,415,yes,yes,19,97.91,124,16.64,183.14,171,15.57,246.82,91,11.11,9.64,11,2.6,1,yes
MA,146,415,no,no,20,116.2,111,19.75,15.79,14,1.34,188.08,111,8.46,10.51,1,2.84,3,no
NY,128,917,yes,no,43,231.98,83,39.44,326.7,36,27.77,164.24,51,7.39,2.78,15,0.75,8,yes
WY,110,404,no,no,31,304.72,142,51.8,246.92,154,20.99,178.96,166,8.05,18.29,16,4.94,9,yes
VA,82,718,yes,no,45,265.68,95,45.17,261.05,175,22.19,222.72,59,10.02,18.57,4,5.01,4,yes
NH,194,510,yes,no,48,254.64,32,43.29,278.14,26,23.64,231.0,93,10.4,13.67,11,3.69,0,no
MO,54,202,yes,yes,20,169.54,144,28.82,261.71,11,22.25,101.14,178,4.55,0.35,14,0.09,2,no
IN,163,713,no,yes,34,242.83,151,41.28,154.39,66,13.12,49.26,143,2.22,10.74,5,2.9,8,no
LA,208,619,no,no,31,193.47,157,32.89,256.77,29,21.83,54.82,97,2.47,12.58,12,3.4,6,no
LA,189,407,no,yes,29,75.69,189,12.87,218.76,95,18.59,223.79,13,10.07,19.89,10,5.37,2,yes
VA,169,415,no,no,38,73.01,140,12.41,298.91,193,25.41,305.51,169,13.75,19.92,16,5.38,0,no
OH,228,312,no,yes,48,103.74,189,17.64,280.86,134,23.87,143.32,50,6.45,17.15,8,4.63,3,no
LA,161,305,yes,no,11,318.78,46,54.19,14.48,33,1.23,59.33,23,2.67,1.28,15,0.35,8,no
MT,68,646,no,no,40,191.6,111,32.57,132.61,31,11.27,264.81,106,11.92,19.07,16,5.15,6,no
VA,33,408,no,yes,46,256.87,143,43.67,12.15,116,1.03,291.37,170,13.11,12.25,19,3.31,4,yes
IN,142,619,no,no,17,121.3,193,20.62,35.73,38,3.04,308.2,72,13.87,16.02,17,4.33,5,no
RI,21,503,no,yes,20,142.7,42,24.26,210.49,95,17.89,212.39,146,9.56,8.14,12,2.2,0,no
LA,48,214,yes,no,12,43.95,7,7.47,305.84,170,26.0,301.25,83,13.56,6.39,10,1.73,6,no
MA,148,214,no,no,20,59.95,2,10.19,41.94,170,3.56,5.4,60,0.24,9.26,12,2.5,4,no
ID,248,202,yes,no,7,289.57,124,49.23,157.88,130,13.42,37.53,105,1.69,2.94,12,0.79,6,no
NJ,128,212,no,no,45,204.69,11,34.8,318.81,173,27.1,32.4,93,1.46,7.14,11,1.93,4,no
FL,136,503,no,yes,39,118.14,83,20.08,285.01,159,24.23,249.41,62,11.22,17.15,13,4.63,4,no
IN,135,212,no,yes,45,281.0,15,47.77,181.88,42,15.46,24.35,153,1.1,0.76,12,0.21,2,no
WV,195,718,no,no,6,86.28,77,14.67,270.05,80,22.95,173.73,94,7.82,3.02,8,0.82,4,no
TX,145,212,yes,yes,22,341.61,58,58.07,182.94,2,15.55,165.45,34,7.45,2.5,13,0.68,7,yes
NY,128,408,yes,no,43,120.69,176,20.52,55.33,73,4.7,108.75,66,4.89,8.06,0,2.18,7,no
IA,33,415,no,no,31,118.06,62,20.07,43.66,116,3.71,304.64,55,13.71,19.94,8,5.38,1,yes
IN,176,202,no,yes,10,109.17,189,18.56,65.93,62,5.6,59.65,39,2.68,3.47,3,0.94,0,no
IN,204,718,no,yes,21,42.74,48,7.27,122.82,110,10.44,123.36,156,5.55,2.91,11,0.79,1,no
OH,187,917,no,no,21,38.9,50,6.61,325.69,39,27.68,270.96,133,12.19,18.3,13,4.94,6,yes
WV,115,619,no,no,42,226.84,32,38.56,279.89,17,23.79,10.65,179,0.48,17.64,8,4.76,2,no
ID,214,713,no,yes,24,306.29,29,52.07,151.48,66,12.88,235.53,128,10.6,0.64,2,0.17,7,no
MT,119,510,yes,yes,21,276.68,186,47.04,172.58,102,14.67,285.74,179,12.86,15.03,5,4.06,3,yes
RI,22,512,no,yes,27,49.39,75,8.4,92.96,189,7.9,326.29,23,14.68,13.11,2,3.54,9,yes
OK,238,512,no,no,28,190.95,14,32.46,246.52,137,20.95,306.7,101,13.8,15.35,0,4.14,9,yes
RI,158,305,no,yes,12,36.96,81,6.28,280.97,179,23.88,111.78,161,5.03,9.89,2,2.67,7,no
NY,38,510,yes,no,17,15.85,91,2.69,83.62,45,7.11,205.23,114,9.24,19.83,13,5.35,1,no
CO,230,408,yes,yes,1,229.74,22,39.06,14.64,54,1.24,27.05,134,1.22,0.88,19,0.24,4,no
ID,109,510,no,yes,28,187.3,93,31.84,218.36,173,18.56,90.25,74,4.06,4.69,1,1.27,5,yes
WY,51,917,yes,no,20,28.71,44,4.88,196.88,74,16.73,32.98,10,1.48,7.93,11,2.14,0,no
MT,182,503,no,yes,14,12.23,61,2.08,140.75,187,11.96,110.32,35,4.96,9.0,9,2.43,0,no
OH,8,718,yes,no,26,346.41,198,58.89,225.36,96,19.16,306.32,147,13.78,18.43,12,4.98,8,no
MA,27,510,yes,no,49,10.51,14,1.79,192.71,25,16.38,121.51,62,5.47,11.2,19,3.02,4,no
RI,27,404,yes,no,30,155.58,45,26.45,87.7,154,7.45,196.66,79,8.85,0.9,3,0.24,3,yes
LA,226,212,yes,no,14,176.62,63,30.03,139.21,165,11.83,151.68,190,6.83,8.16,18,2.2,0,yes
HI,21,415,no,no,22,41.05,173,6.98,149.84,21,12.74,160.62,196,7.23,8.33,0,2.25,2,no
RI,30,503,yes,no,23,59.17,183,10.06,308.09,25,26.19,339.35,87,15.27,19.31,10,5.21,3,no
NJ,97,415,yes,yes,43,123.13,171,20.93,336.32,196,28.59,103.65,29,4.66,11.98,15,3.23,4,yes
MA,28,646,no,no,12,266.59,74,45.32,312.55,162,26.57,219.56,157,9.88,12.71,18,3.43,9,yes
NH,111,512,no,yes,21,177.48,156,30.17,251.71,193,21.4,147.02,102,6.62,14.27,18,3.85,4,yes
VA,192,206,yes,no,42,223.27,189,37.96,204.75,72,17.4,21.4,111,0.96,15.4,11,4.16,9,yes
NY,225,619,no,no,36,344.81,51,58.62,241.24,114,20.51,171.27,83,7.71,12.7,2,3.43,7,no
MT,197,702,no,yes,32,268.8,181,45.7,328.69,50,27.94,284.67,149,12.81,4.74,17,1.28,2,no
VA,61,408,yes,yes,2,152.03,87,25.85,87.5,112,7.44,34.56,104,1.56,17.48,16,4.72,6,no
NH,48,619,yes,no,18,156.25,56,26.56,187.29,145,15.92,24.36,188,1.1,14.64,4,3.95,5,yes
CO,147,206,yes,no,22,216.57,82,36.82,241.36,170,20.52,53.77,20,2.42,14.84,15,4.01,9,no
MA,4,646,yes,yes,28,232.88,65,39.59,237.74,11,20.21,267.54,36,12.04,19.93,13,5.38,9,no
ID,35,713,yes,no,29,175.25,149,29.79,88.3,2,7.51,253.4,26,11.4,16.05,18,4.33,9,yes
HI,192,917,yes,yes,38,225.7,19,38.37,205.36,119,17.46,197.76,101,8.9,16.58,5,4.48,5,no
WV,49,646,yes,yes,43,8.24,32,1.4,278.57,134,23.68,163.88,162,7.37,19.03,2,5.14,9,no
RI,17,305,yes,yes,46,150.37,71,25.56,166.28,133,14.13,310.91,37,13.99,3.02,5,0.82,8,yes
NJ,172,305,yes,no,24,97.63,24,16.6,277.65,81,23.6,268.34,59,12.08,9.95,11,2.69,6,yes
VA,220,503,yes,yes,36,45.21,45,7.69,125.96,44,10.71,284.18,69,12.79,11.61,19,3.13,6,yes
OH,158,718,no,yes,46,34.84,72,5.92,328.57,126,27.93,284.64,31,12.81,6.59,10,1.78,0,no
CO,221,415,yes,no,7,211.12,97,35.89,186.87,85,15.88,224.95,79,10.12,16.79,6,4.53,0,no
WY,46,415,yes,no,41,183.26,56,31.15,208.58,114,17.73,160.31,154,7.21,15.25,0,4.12,8,no
WV,117,415,yes,no,15,88.75,86,15.09,10.98,166,0.93,302.64,130,13.62,14.42,15,3.89,8,no
NY,6,415,no,yes,7,164.83,132,28.02,59.59,178,5.07,324.1,176,14.58,19.94,15,5.38,9,no
VA,99,202,no,yes,0,172.28,54,29.29,221.53,8,18.83,8.33,101,0.37,5.19,16,1.4,2,yes
OK,124,312,no,yes,43,68.25,60,11.6,146.95,150,12.49,18.04,101,0.81,14.71,14,3.97,7,no
MT,233,702,yes,no,4,228.23,88,38.8,177.86,11,15.12,335.56,29,15.1,11.03,8,2.98,8,yes
NH,37,206,no,no,2,273.32,7,46.46,22.04,115,1.87,97.01,21,4.37,6.26,4,1.69,0,yes
MT,24,214,no,yes,0,277.01,15,47.09,291.95,87,24.82,305.68,18,13.76,3.21,19,0.87,2,no
MA,93,702,no,no,3,210.86,175,35.85,274.58,61,23.34,136.08,30,6.12,17.92,7,4.84,5,no
IA,241,415,no,no,39,179.07,115,30.44,64.87,103,5.51,41.69,19,1.88,11.91,0,3.22,3,yes
CO,46,510,no,no,34,21.35,60,3.63,222.02,72,18.87,28.16,146,1.27,16.5,6,4.46,7,yes
IA,181,305,yes,yes,31,100.74,14,17.13,286.41,76,24.34,54.78,129,2.47,10.91,10,2.95,8,no
VA,95,619,yes,no,41,32.65,192,5.55,224.3,39,19.07,87.46,39,3.94,4.4,19,1.19,6,yes
